collected_at,route_id,route_name,current_min,avg_min,delta_min,status
2026-09-02T17:26:11Z,14,Kölnstr. → Bertha,8.5,7.2,1.3,moderate
2026-09-02T19:54:47Z,12,A59 → Kennedybrücke,6.1,7.8,-1.7,fast
2026-09-02T19:54:47Z,149,Kennedybrücke → A59,6.3,6,0.3,moderate
2026-09-02T19:54:47Z,14,Kölnstr. → Bertha,5.2,7.2,-2.0,fast
2026-09-02T22:02:26Z,12,A59 → Kennedybrücke,6.1,7.8,-1.7,fast
2026-09-02T22:02:26Z,149,Kennedybrücke → A59,4.7,6,-1.3,fast
2026-09-02T22:02:26Z,14,Kölnstr. → Bertha,5.2,7.2,-2.0,fast
2026-09-02T23:56:31Z,12,A59 → Kennedybrücke,6.1,7.8,-1.7,fast
2026-09-02T23:56:31Z,149,Kennedybrücke → A59,4.3,6,-1.7,fast
2026-09-02T23:56:31Z,14,Kölnstr. → Bertha,5.2,7.2,-2.0,fast
2026-09-03T01:59:55Z,12,A59 → Kennedybrücke,6.1,7.8,-1.7,fast
2026-09-03T01:59:55Z,149,Kennedybrücke → A59,4,6,-2,fast
2026-09-03T01:59:55Z,14,Kölnstr. → Bertha,5.2,7.2,-2.0,fast
2026-09-03T06:52:43Z,12,A59 → Kennedybrücke,22.6,7.8,14.8,slow
2026-09-03T06:52:43Z,149,Kennedybrücke → A59,8.9,6,2.9,moderate
2026-09-03T06:52:43Z,14,Kölnstr. → Bertha,8.4,7.2,1.2,moderate
2026-09-03T11:45:23Z,12,A59 → Kennedybrücke,12.6,7.8,4.8,slow
2026-09-03T11:45:23Z,149,Kennedybrücke → A59,8.1,6,2.1,moderate
2026-09-03T11:45:23Z,14,Kölnstr. → Bertha,10.9,7.2,3.7,slow
2026-09-03T15:11:36Z,12,A59 → Kennedybrücke,18,7.8,10.2,slow
2026-09-03T15:11:36Z,149,Kennedybrücke → A59,11.8,6,5.8,slow
2026-09-03T15:11:36Z,14,Kölnstr. → Bertha,20.1,7.2,12.9,slow
2026-09-03T18:35:37Z,12,A59 → Kennedybrücke,6.1,7.8,-1.7,fast
2026-09-03T18:35:37Z,149,Kennedybrücke → A59,6.9,6,0.9,moderate
2026-09-03T18:35:37Z,14,Kölnstr. → Bertha,5.1,7.2,-2.1,fast
2026-09-03T21:17:04Z,12,A59 → Kennedybrücke,6.1,7.8,-1.7,fast
2026-09-03T21:17:04Z,149,Kennedybrücke → A59,4.7,6,-1.3,fast
2026-09-03T21:17:04Z,14,Kölnstr. → Bertha,5.1,7.2,-2.1,fast
2026-09-03T23:17:56Z,12,A59 → Kennedybrücke,6.1,7.8,-1.7,fast
2026-09-03T23:17:56Z,149,Kennedybrücke → A59,4.1,6,-1.9,fast
2026-09-03T23:17:56Z,14,Kölnstr. → Bertha,5.1,7.2,-2.1,fast
2026-09-04T01:01:13Z,12,A59 → Kennedybrücke,6.1,7.8,-1.7,fast
2026-09-04T01:01:13Z,149,Kennedybrücke → A59,4.1,6,-1.9,fast
2026-09-04T01:01:13Z,14,Kölnstr. → Bertha,5.1,7.2,-2.1,fast
2026-09-04T05:37:03Z,12,A59 → Kennedybrücke,13.9,7.8,6.1,slow
2026-09-04T05:37:03Z,149,Kennedybrücke → A59,8.2,6,2.2,moderate
2026-09-04T05:37:03Z,14,Kölnstr. → Bertha,5,7.2,-2.2,fast
2026-09-04T09:54:14Z,12,A59 → Kennedybrücke,10.2,7.8,2.4,moderate
2026-09-04T09:54:14Z,149,Kennedybrücke → A59,8.9,6,2.9,moderate
2026-09-04T09:54:14Z,14,Kölnstr. → Bertha,6.6,7.2,-0.6,fast
2026-09-04T13:49:27Z,12,A59 → Kennedybrücke,12.7,7.8,4.9,slow
2026-09-04T13:49:27Z,149,Kennedybrücke → A59,11.3,6,5.3,slow
2026-09-04T13:49:27Z,14,Kölnstr. → Bertha,14.9,7.2,7.7,slow
2026-09-04T17:08:39Z,12,A59 → Kennedybrücke,11.6,7.8,3.8,moderate
2026-09-04T17:08:39Z,149,Kennedybrücke → A59,11,6.1,4.9,slow
2026-09-04T17:08:39Z,14,Kölnstr. → Bertha,8.2,7.2,1.0,moderate
2026-09-04T19:29:37Z,12,A59 → Kennedybrücke,7.3,7.8,-0.5,fast
2026-09-04T19:29:37Z,149,Kennedybrücke → A59,6.5,6.1,0.4,moderate
2026-09-04T19:29:37Z,14,Kölnstr. → Bertha,5.9,7.2,-1.3,fast
2026-09-04T21:38:45Z,12,A59 → Kennedybrücke,7.3,7.8,-0.5,fast
2026-09-04T21:38:45Z,149,Kennedybrücke → A59,5,6.1,-1.1,fast
2026-09-04T21:38:45Z,14,Kölnstr. → Bertha,5.9,7.2,-1.3,fast
2026-09-04T23:16:41Z,12,A59 → Kennedybrücke,7.3,7.8,-0.5,fast
2026-09-04T23:16:41Z,149,Kennedybrücke → A59,4.6,6.1,-1.5,fast
2026-09-04T23:16:41Z,14,Kölnstr. → Bertha,5.9,7.2,-1.3,fast
2026-09-05T00:58:35Z,12,A59 → Kennedybrücke,7.3,7.8,-0.5,fast
2026-09-05T00:58:35Z,149,Kennedybrücke → A59,4.4,6.1,-1.7,fast
2026-09-05T00:58:35Z,14,Kölnstr. → Bertha,5.9,7.2,-1.3,fast
2026-09-05T05:12:55Z,12,A59 → Kennedybrücke,4.3,7.8,-3.5,fast
2026-09-05T05:12:55Z,149,Kennedybrücke → A59,4.8,6.1,-1.3,fast
2026-09-05T05:12:55Z,14,Kölnstr. → Bertha,3.7,7.2,-3.5,fast
2026-09-05T09:02:37Z,12,A59 → Kennedybrücke,10.3,7.8,2.5,moderate
2026-09-05T09:02:37Z,149,Kennedybrücke → A59,10.1,6.1,4.0,slow
2026-09-05T09:02:37Z,14,Kölnstr. → Bertha,7.4,7.2,0.2,moderate
2026-09-05T12:31:32Z,12,A59 → Kennedybrücke,10,7.8,2.2,moderate
2026-09-05T12:31:32Z,149,Kennedybrücke → A59,9.4,6.1,3.3,slow
2026-09-05T12:31:32Z,14,Kölnstr. → Bertha,9.5,7.2,2.3,moderate
2026-09-05T15:27:46Z,12,A59 → Kennedybrücke,10,7.8,2.2,moderate
2026-09-05T15:27:46Z,149,Kennedybrücke → A59,10.6,6.1,4.5,slow
2026-09-05T15:27:46Z,14,Kölnstr. → Bertha,8.5,7.2,1.3,moderate
2026-09-05T17:25:45Z,12,A59 → Kennedybrücke,8.6,7.8,0.8,moderate
2026-09-05T17:25:45Z,149,Kennedybrücke → A59,8.4,6.1,2.3,moderate
2026-09-05T17:25:45Z,14,Kölnstr. → Bertha,6.2,7.2,-1.0,fast
2026-09-05T19:10:14Z,12,A59 → Kennedybrücke,7.5,7.8,-0.3,fast
2026-09-05T19:10:14Z,149,Kennedybrücke → A59,6.4,6.1,0.3,moderate
2026-09-05T19:10:14Z,14,Kölnstr. → Bertha,5.8,7.2,-1.4,fast
2026-09-05T21:10:53Z,12,A59 → Kennedybrücke,7.5,7.8,-0.3,fast
2026-09-05T21:10:53Z,149,Kennedybrücke → A59,6.1,6.1,0.0,fast
2026-09-05T21:10:53Z,14,Kölnstr. → Bertha,5.8,7.2,-1.4,fast
2026-09-05T22:51:26Z,12,A59 → Kennedybrücke,7.5,7.8,-0.3,fast
2026-09-05T22:51:26Z,149,Kennedybrücke → A59,4.4,6.1,-1.7,fast
2026-09-05T22:51:26Z,14,Kölnstr. → Bertha,5.8,7.2,-1.4,fast
2026-09-06T00:15:18Z,12,A59 → Kennedybrücke,7.5,7.8,-0.3,fast
2026-09-06T00:15:18Z,149,Kennedybrücke → A59,4.4,6.1,-1.7,fast
2026-09-06T00:15:18Z,14,Kölnstr. → Bertha,5.8,7.2,-1.4,fast
2026-09-06T04:38:55Z,12,A59 → Kennedybrücke,3.7,7.8,-4.1,fast
2026-09-06T04:38:55Z,149,Kennedybrücke → A59,4.5,6.1,-1.6,fast
2026-09-06T04:38:55Z,14,Kölnstr. → Bertha,3.2,7.2,-4.0,fast
2026-09-06T08:52:04Z,12,A59 → Kennedybrücke,5.5,7.8,-2.3,fast
2026-09-06T08:52:04Z,149,Kennedybrücke → A59,5.5,6.1,-0.6,fast
2026-09-06T08:52:04Z,14,Kölnstr. → Bertha,4.1,7.2,-3.1,fast
2026-09-06T12:22:11Z,12,A59 → Kennedybrücke,8.3,7.8,0.5,moderate
2026-09-06T12:22:11Z,149,Kennedybrücke → A59,9.4,6.1,3.3,slow
2026-09-06T12:22:11Z,14,Kölnstr. → Bertha,6.3,7.2,-0.9,fast
2026-09-06T15:33:17Z,12,A59 → Kennedybrücke,8.3,7.8,0.5,moderate
2026-09-06T15:33:17Z,149,Kennedybrücke → A59,8.8,6.1,2.7,moderate
2026-09-06T15:33:17Z,14,Kölnstr. → Bertha,5.8,7.2,-1.4,fast
2026-09-06T17:39:43Z,12,A59 → Kennedybrücke,8.4,7.8,0.6,moderate
2026-09-06T17:39:43Z,149,Kennedybrücke → A59,7.9,6.1,1.8,moderate
2026-09-06T17:39:43Z,14,Kölnstr. → Bertha,5.4,7.2,-1.8,fast
2026-09-06T19:28:33Z,12,A59 → Kennedybrücke,7,7.8,-0.8,fast
2026-09-06T19:28:33Z,149,Kennedybrücke → A59,6.6,6.1,0.5,moderate
2026-09-06T19:28:33Z,14,Kölnstr. → Bertha,5,7.2,-2.2,fast
2026-09-06T21:30:54Z,12,A59 → Kennedybrücke,7,7.8,-0.8,fast
2026-09-06T21:30:54Z,149,Kennedybrücke → A59,4.6,6.1,-1.5,fast
2026-09-06T21:30:54Z,14,Kölnstr. → Bertha,5,7.2,-2.2,fast
2026-09-06T22:59:23Z,12,A59 → Kennedybrücke,7,7.8,-0.8,fast
2026-09-06T22:59:23Z,149,Kennedybrücke → A59,4.1,6.1,-2.0,fast
2026-09-06T22:59:23Z,14,Kölnstr. → Bertha,5,7.2,-2.2,fast
2026-09-07T00:40:36Z,12,A59 → Kennedybrücke,7,7.8,-0.8,fast
2026-09-07T00:40:36Z,149,Kennedybrücke → A59,4.7,6.1,-1.4,fast
2026-09-07T00:40:36Z,14,Kölnstr. → Bertha,5,7.2,-2.2,fast
2026-09-07T05:11:37Z,12,A59 → Kennedybrücke,11.4,7.8,3.6,moderate
2026-09-07T05:11:37Z,149,Kennedybrücke → A59,7.7,6.1,1.6,moderate
2026-09-07T05:11:37Z,14,Kölnstr. → Bertha,7,7.2,-0.2,fast
2026-09-07T10:13:04Z,12,A59 → Kennedybrücke,9.2,7.8,1.4,moderate
2026-09-07T10:13:04Z,149,Kennedybrücke → A59,10.2,6.1,4.1,slow
2026-09-07T10:13:04Z,14,Kölnstr. → Bertha,8.1,7.2,0.9,moderate
2026-09-07T15:50:03Z,12,A59 → Kennedybrücke,21,7.8,13.2,slow
2026-09-07T15:50:03Z,149,Kennedybrücke → A59,14.2,6.1,8.1,slow
2026-09-07T15:50:03Z,14,Kölnstr. → Bertha,12.9,7.2,5.7,slow
2026-09-07T19:24:36Z,12,A59 → Kennedybrücke,5.8,7.8,-2.0,fast
2026-09-07T19:24:36Z,149,Kennedybrücke → A59,5.7,6.1,-0.4,fast
2026-09-07T19:24:36Z,14,Kölnstr. → Bertha,4.9,7.2,-2.3,fast
2026-09-07T22:07:22Z,12,A59 → Kennedybrücke,5.8,7.8,-2.0,fast
2026-09-07T22:07:22Z,149,Kennedybrücke → A59,4.7,6.1,-1.4,fast
2026-09-07T22:07:22Z,14,Kölnstr. → Bertha,4.9,7.2,-2.3,fast
2026-09-08T00:14:54Z,12,A59 → Kennedybrücke,5.8,7.8,-2.0,fast
2026-09-08T00:14:54Z,149,Kennedybrücke → A59,4.1,6.1,-2.0,fast
2026-09-08T00:14:54Z,14,Kölnstr. → Bertha,4.9,7.2,-2.3,fast
2026-09-08T04:35:21Z,12,A59 → Kennedybrücke,6.2,7.8,-1.6,fast
2026-09-08T04:35:21Z,149,Kennedybrücke → A59,6.2,6.1,0.1,moderate
2026-09-08T04:35:21Z,14,Kölnstr. → Bertha,4.4,7.2,-2.8,fast
2026-09-08T09:01:25Z,12,A59 → Kennedybrücke,10.7,7.8,2.9,moderate
2026-09-08T09:01:25Z,149,Kennedybrücke → A59,9.3,6.1,3.2,slow
2026-09-08T09:01:25Z,14,Kölnstr. → Bertha,6.3,7.2,-0.9,fast
2026-09-08T13:23:56Z,12,A59 → Kennedybrücke,12.6,7.8,4.8,slow
2026-09-08T13:23:56Z,149,Kennedybrücke → A59,11.3,6.1,5.2,slow
2026-09-08T13:23:56Z,14,Kölnstr. → Bertha,14.2,7.2,7.0,slow
2026-09-08T17:17:21Z,12,A59 → Kennedybrücke,8.7,7.8,0.9,moderate
2026-09-08T17:17:21Z,149,Kennedybrücke → A59,8.4,6.1,2.3,moderate
2026-09-08T17:17:21Z,14,Kölnstr. → Bertha,10.3,7.2,3.1,moderate
2026-09-08T19:55:37Z,12,A59 → Kennedybrücke,6.2,7.8,-1.6,fast
2026-09-08T19:55:37Z,149,Kennedybrücke → A59,5.6,6.1,-0.5,fast
2026-09-08T19:55:37Z,14,Kölnstr. → Bertha,5.2,7.2,-2.0,fast
2026-09-08T22:04:40Z,12,A59 → Kennedybrücke,6.2,7.8,-1.6,fast
2026-09-08T22:04:40Z,149,Kennedybrücke → A59,4.4,6.1,-1.7,fast
2026-09-08T22:04:40Z,14,Kölnstr. → Bertha,5.2,7.2,-2.0,fast
2026-09-09T00:03:24Z,12,A59 → Kennedybrücke,6.2,7.8,-1.6,fast
2026-09-09T00:03:24Z,149,Kennedybrücke → A59,4.4,6.1,-1.7,fast
2026-09-09T00:03:24Z,14,Kölnstr. → Bertha,5.2,7.2,-2.0,fast
2026-09-09T04:26:29Z,12,A59 → Kennedybrücke,6,7.8,-1.8,fast
2026-09-09T04:26:29Z,149,Kennedybrücke → A59,5.5,6.1,-0.6,fast
2026-09-09T04:26:29Z,14,Kölnstr. → Bertha,4.1,7.2,-3.1,fast
2026-09-09T09:03:17Z,12,A59 → Kennedybrücke,8.1,7.9,0.2,moderate
2026-09-09T09:03:17Z,149,Kennedybrücke → A59,10.4,6.1,4.3,slow
2026-09-09T09:03:17Z,14,Kölnstr. → Bertha,8.5,7.2,1.3,moderate
2026-09-09T13:39:09Z,12,A59 → Kennedybrücke,14.7,7.9,6.8,slow
2026-09-09T13:39:09Z,149,Kennedybrücke → A59,12.4,6.1,6.3,slow
2026-09-09T13:39:09Z,14,Kölnstr. → Bertha,17.3,7.2,10.1,slow
2026-09-09T17:15:23Z,12,A59 → Kennedybrücke,9.3,7.9,1.4,moderate
2026-09-09T17:15:23Z,149,Kennedybrücke → A59,9.9,6.1,3.8,slow
2026-09-09T17:15:23Z,14,Kölnstr. → Bertha,9.5,7.2,2.3,moderate
2026-09-09T19:46:34Z,12,A59 → Kennedybrücke,6.1,7.9,-1.8,fast
2026-09-09T19:46:34Z,149,Kennedybrücke → A59,5.6,6.1,-0.5,fast
2026-09-09T19:46:34Z,14,Kölnstr. → Bertha,6.3,7.2,-0.9,fast
2026-09-09T21:57:37Z,12,A59 → Kennedybrücke,6.1,7.9,-1.8,fast
2026-09-09T21:57:37Z,149,Kennedybrücke → A59,4.3,6.1,-1.8,fast
2026-09-09T21:57:37Z,14,Kölnstr. → Bertha,6.3,7.2,-0.9,fast
2026-09-09T23:42:46Z,12,A59 → Kennedybrücke,6.1,7.9,-1.8,fast
2026-09-09T23:42:46Z,149,Kennedybrücke → A59,4.1,6.1,-2.0,fast
2026-09-09T23:42:46Z,14,Kölnstr. → Bertha,6.3,7.2,-0.9,fast
2026-09-10T01:27:25Z,12,A59 → Kennedybrücke,6.1,7.9,-1.8,fast
2026-09-10T01:27:25Z,149,Kennedybrücke → A59,4.4,6.1,-1.7,fast
2026-09-10T01:27:25Z,14,Kölnstr. → Bertha,6.3,7.2,-0.9,fast
2026-09-10T06:13:36Z,12,A59 → Kennedybrücke,20.1,7.9,12.2,slow
2026-09-10T06:13:36Z,149,Kennedybrücke → A59,9.8,6.1,3.7,slow
2026-09-10T06:13:36Z,14,Kölnstr. → Bertha,9.9,7.2,2.7,moderate
2026-09-10T11:16:51Z,12,A59 → Kennedybrücke,11.1,7.9,3.2,moderate
2026-09-10T11:16:51Z,149,Kennedybrücke → A59,10.3,6.1,4.2,slow
2026-09-10T11:16:51Z,14,Kölnstr. → Bertha,10.1,7.2,2.9,moderate
2026-09-10T15:00:08Z,12,A59 → Kennedybrücke,15.6,7.9,7.7,slow
2026-09-10T15:00:08Z,149,Kennedybrücke → A59,10.6,6.1,4.5,slow
2026-09-10T15:00:08Z,14,Kölnstr. → Bertha,13.1,7.2,5.9,slow
2026-09-10T18:07:31Z,12,A59 → Kennedybrücke,6.3,7.9,-1.6,fast
2026-09-10T18:07:31Z,149,Kennedybrücke → A59,7,6.1,0.9,moderate
2026-09-10T18:07:31Z,14,Kölnstr. → Bertha,5.4,7.2,-1.8,fast
2026-09-10T20:47:37Z,12,A59 → Kennedybrücke,6.3,7.9,-1.6,fast
2026-09-10T20:47:37Z,149,Kennedybrücke → A59,5.6,6.1,-0.5,fast
2026-09-10T20:47:37Z,14,Kölnstr. → Bertha,5.4,7.2,-1.8,fast
2026-09-10T22:47:41Z,12,A59 → Kennedybrücke,6.3,7.9,-1.6,fast
2026-09-10T22:47:41Z,149,Kennedybrücke → A59,4.3,6.1,-1.8,fast
2026-09-10T22:47:41Z,14,Kölnstr. → Bertha,5.4,7.2,-1.8,fast
2026-09-11T00:34:54Z,12,A59 → Kennedybrücke,6.3,7.9,-1.6,fast
2026-09-11T00:34:54Z,149,Kennedybrücke → A59,4.1,6.1,-2.0,fast
2026-09-11T00:34:54Z,14,Kölnstr. → Bertha,5.4,7.2,-1.8,fast
2026-09-11T05:07:09Z,12,A59 → Kennedybrücke,14.5,7.9,6.6,slow
2026-09-11T05:07:09Z,149,Kennedybrücke → A59,6.5,6.1,0.4,moderate
2026-09-11T05:07:09Z,14,Kölnstr. → Bertha,5.1,7.2,-2.1,fast
2026-09-11T09:34:52Z,12,A59 → Kennedybrücke,9.3,7.9,1.4,moderate
2026-09-11T09:34:52Z,149,Kennedybrücke → A59,8.5,6.1,2.4,moderate
2026-09-11T09:34:52Z,14,Kölnstr. → Bertha,7.9,7.2,0.7,moderate
