collected_at,route_id,route_name,current_min,avg_min,delta_min,status
2026-08-03T13:22:59Z,149,Kennedybrücke → A59,11.4,5.9,5.5,slow
2026-08-03T13:22:59Z,14,Kölnstr. → Bertha,8.9,7.1,1.8,moderate
2026-08-03T15:57:49Z,12,A59 → Kennedybrücke,7.9,7.5,0.4,moderate
2026-08-03T15:57:49Z,149,Kennedybrücke → A59,9.8,5.9,3.9,slow
2026-08-03T15:57:49Z,14,Kölnstr. → Bertha,7.8,7.1,0.7,moderate
2026-08-03T17:45:04Z,12,A59 → Kennedybrücke,6.2,7.5,-1.3,fast
2026-08-03T17:45:04Z,149,Kennedybrücke → A59,6.4,5.9,0.5,moderate
2026-08-03T17:45:04Z,14,Kölnstr. → Bertha,6,7.1,-1.1,fast
2026-08-03T19:10:27Z,12,A59 → Kennedybrücke,6.2,7.5,-1.3,fast
2026-08-03T19:10:27Z,149,Kennedybrücke → A59,5.5,5.9,-0.4,fast
2026-08-03T19:10:27Z,14,Kölnstr. → Bertha,4.8,7.1,-2.3,fast
2026-08-03T20:38:02Z,12,A59 → Kennedybrücke,6.2,7.5,-1.3,fast
2026-08-03T20:38:02Z,149,Kennedybrücke → A59,5,5.9,-0.9,fast
2026-08-03T20:38:02Z,14,Kölnstr. → Bertha,4.8,7.1,-2.3,fast
2026-08-03T21:44:54Z,12,A59 → Kennedybrücke,6.2,7.5,-1.3,fast
2026-08-03T21:44:54Z,149,Kennedybrücke → A59,4.7,5.9,-1.2,fast
2026-08-03T21:44:54Z,14,Kölnstr. → Bertha,4.8,7.1,-2.3,fast
2026-08-03T22:40:46Z,12,A59 → Kennedybrücke,6.2,7.5,-1.3,fast
2026-08-03T22:40:46Z,149,Kennedybrücke → A59,4.3,5.9,-1.6,fast
2026-08-03T22:40:46Z,14,Kölnstr. → Bertha,4.8,7.1,-2.3,fast
2026-08-03T23:44:21Z,12,A59 → Kennedybrücke,6.2,7.5,-1.3,fast
2026-08-03T23:44:21Z,149,Kennedybrücke → A59,4.4,5.9,-1.5,fast
2026-08-03T23:44:21Z,14,Kölnstr. → Bertha,4.8,7.1,-2.3,fast
2026-08-04T01:05:36Z,12,A59 → Kennedybrücke,6.2,7.5,-1.3,fast
2026-08-04T01:05:36Z,149,Kennedybrücke → A59,4.5,5.9,-1.4,fast
2026-08-04T01:05:36Z,14,Kölnstr. → Bertha,4.8,7.1,-2.3,fast
2026-08-04T04:21:14Z,12,A59 → Kennedybrücke,7.2,7.5,-0.3,fast
2026-08-04T04:21:14Z,149,Kennedybrücke → A59,4.1,5.9,-1.8,fast
2026-08-04T04:21:14Z,14,Kölnstr. → Bertha,4.5,7.1,-2.6,fast
2026-08-04T06:44:38Z,12,A59 → Kennedybrücke,11.6,7.5,4.1,slow
2026-08-04T06:44:38Z,149,Kennedybrücke → A59,4.1,5.9,-1.8,fast
2026-08-04T06:44:38Z,14,Kölnstr. → Bertha,7.7,7.1,0.6,moderate
2026-08-04T09:28:52Z,12,A59 → Kennedybrücke,10.8,7.6,3.2,moderate
2026-08-04T09:28:52Z,149,Kennedybrücke → A59,6.9,5.9,1.0,moderate
2026-08-04T09:28:52Z,14,Kölnstr. → Bertha,6.8,7.1,-0.3,fast
2026-08-04T11:38:10Z,12,A59 → Kennedybrücke,9.5,7.6,1.9,moderate
2026-08-04T11:38:10Z,149,Kennedybrücke → A59,7,5.9,1.1,moderate
2026-08-04T11:38:10Z,14,Kölnstr. → Bertha,7.4,7.1,0.3,moderate
2026-08-04T13:19:44Z,12,A59 → Kennedybrücke,11.7,7.6,4.1,slow
2026-08-04T13:19:44Z,149,Kennedybrücke → A59,9.6,5.9,3.7,slow
2026-08-04T13:19:44Z,14,Kölnstr. → Bertha,9.9,7.1,2.8,moderate
2026-08-04T15:39:05Z,12,A59 → Kennedybrücke,12.6,7.6,5.0,slow
2026-08-04T15:39:05Z,149,Kennedybrücke → A59,6.5,5.9,0.6,moderate
2026-08-04T15:39:05Z,14,Kölnstr. → Bertha,13.7,7.1,6.6,slow
2026-08-04T17:16:20Z,12,A59 → Kennedybrücke,6.4,7.6,-1.2,fast
2026-08-04T17:16:20Z,149,Kennedybrücke → A59,7,5.9,1.1,moderate
2026-08-04T17:16:20Z,14,Kölnstr. → Bertha,6.2,7.1,-0.9,fast
2026-08-04T18:53:33Z,12,A59 → Kennedybrücke,5.5,7.6,-2.1,fast
2026-08-04T18:53:33Z,149,Kennedybrücke → A59,5.6,5.9,-0.3,fast
2026-08-04T18:53:33Z,14,Kölnstr. → Bertha,5,7.1,-2.1,fast
2026-08-04T20:14:30Z,12,A59 → Kennedybrücke,5.5,7.6,-2.1,fast
2026-08-04T20:14:30Z,149,Kennedybrücke → A59,5.5,5.9,-0.4,fast
2026-08-04T20:14:30Z,14,Kölnstr. → Bertha,5,7.1,-2.1,fast
2026-08-04T21:35:34Z,12,A59 → Kennedybrücke,5.5,7.6,-2.1,fast
2026-08-04T21:35:34Z,149,Kennedybrücke → A59,4.4,5.9,-1.5,fast
2026-08-04T21:35:34Z,14,Kölnstr. → Bertha,5,7.1,-2.1,fast
2026-08-04T22:38:51Z,12,A59 → Kennedybrücke,5.5,7.6,-2.1,fast
2026-08-04T22:38:51Z,149,Kennedybrücke → A59,4.1,5.9,-1.8,fast
2026-08-04T22:38:51Z,14,Kölnstr. → Bertha,5,7.1,-2.1,fast
2026-08-04T23:37:53Z,12,A59 → Kennedybrücke,5.5,7.6,-2.1,fast
2026-08-04T23:37:53Z,149,Kennedybrücke → A59,4.3,5.9,-1.6,fast
2026-08-04T23:37:53Z,14,Kölnstr. → Bertha,5,7.1,-2.1,fast
2026-08-05T00:59:34Z,12,A59 → Kennedybrücke,5.5,7.6,-2.1,fast
2026-08-05T00:59:34Z,149,Kennedybrücke → A59,4.1,5.9,-1.8,fast
2026-08-05T00:59:34Z,14,Kölnstr. → Bertha,5,7.1,-2.1,fast
2026-08-05T03:58:47Z,12,A59 → Kennedybrücke,5.5,7.6,-2.1,fast
2026-08-05T03:58:47Z,149,Kennedybrücke → A59,4.9,5.9,-1.0,fast
2026-08-05T03:58:47Z,14,Kölnstr. → Bertha,5,7.1,-2.1,fast
2026-08-05T06:24:13Z,12,A59 → Kennedybrücke,12,7.6,4.4,slow
2026-08-05T06:24:13Z,149,Kennedybrücke → A59,6,5.9,0.1,moderate
2026-08-05T06:24:13Z,14,Kölnstr. → Bertha,6.4,7.1,-0.7,fast
2026-08-05T09:14:08Z,12,A59 → Kennedybrücke,10.8,7.6,3.2,moderate
2026-08-05T09:14:08Z,149,Kennedybrücke → A59,7.4,5.9,1.5,moderate
2026-08-05T09:14:08Z,14,Kölnstr. → Bertha,7.3,7.1,0.2,moderate
2026-08-05T11:28:22Z,12,A59 → Kennedybrücke,10.7,7.6,3.1,moderate
2026-08-05T11:28:22Z,149,Kennedybrücke → A59,10,5.9,4.1,slow
2026-08-05T11:28:22Z,14,Kölnstr. → Bertha,8.5,7.1,1.4,moderate
2026-08-05T13:09:46Z,12,A59 → Kennedybrücke,11.6,7.6,4.0,slow
2026-08-05T13:09:46Z,149,Kennedybrücke → A59,8.1,5.9,2.2,moderate
2026-08-05T13:09:46Z,14,Kölnstr. → Bertha,11.5,7.1,4.4,slow
2026-08-05T15:24:32Z,12,A59 → Kennedybrücke,11.3,7.6,3.7,moderate
2026-08-05T15:24:32Z,149,Kennedybrücke → A59,8.6,5.9,2.7,moderate
2026-08-05T15:24:32Z,14,Kölnstr. → Bertha,11.9,7.1,4.8,slow
2026-08-05T16:56:13Z,12,A59 → Kennedybrücke,10.7,7.6,3.1,moderate
2026-08-05T16:56:13Z,149,Kennedybrücke → A59,6.9,5.9,1.0,moderate
2026-08-05T16:56:13Z,14,Kölnstr. → Bertha,9.7,7.1,2.6,moderate
2026-08-05T18:14:38Z,12,A59 → Kennedybrücke,6.1,7.6,-1.5,fast
2026-08-05T18:14:38Z,149,Kennedybrücke → A59,6.3,5.9,0.4,moderate
2026-08-05T18:14:38Z,14,Kölnstr. → Bertha,5.5,7.1,-1.6,fast
2026-08-05T19:54:02Z,12,A59 → Kennedybrücke,6.1,7.6,-1.5,fast
2026-08-05T19:54:02Z,149,Kennedybrücke → A59,6,5.9,0.1,moderate
2026-08-05T19:54:02Z,14,Kölnstr. → Bertha,5.5,7.1,-1.6,fast
2026-08-05T20:49:57Z,12,A59 → Kennedybrücke,6.1,7.6,-1.5,fast
2026-08-05T20:49:57Z,149,Kennedybrücke → A59,5,5.9,-0.9,fast
2026-08-05T20:49:57Z,14,Kölnstr. → Bertha,5.5,7.1,-1.6,fast
2026-08-05T21:58:58Z,12,A59 → Kennedybrücke,6.1,7.6,-1.5,fast
2026-08-05T21:58:58Z,149,Kennedybrücke → A59,4.4,5.9,-1.5,fast
2026-08-05T21:58:58Z,14,Kölnstr. → Bertha,5.5,7.1,-1.6,fast
2026-08-05T22:55:04Z,12,A59 → Kennedybrücke,6.1,7.6,-1.5,fast
2026-08-05T22:55:04Z,149,Kennedybrücke → A59,4.5,5.9,-1.4,fast
2026-08-05T22:55:04Z,14,Kölnstr. → Bertha,5.5,7.1,-1.6,fast
2026-08-05T23:43:09Z,12,A59 → Kennedybrücke,6.1,7.6,-1.5,fast
2026-08-05T23:43:09Z,149,Kennedybrücke → A59,4.1,5.9,-1.8,fast
2026-08-05T23:43:09Z,14,Kölnstr. → Bertha,5.5,7.1,-1.6,fast
2026-08-06T01:03:35Z,12,A59 → Kennedybrücke,6.1,7.6,-1.5,fast
2026-08-06T01:03:35Z,149,Kennedybrücke → A59,4.1,5.9,-1.8,fast
2026-08-06T01:03:35Z,14,Kölnstr. → Bertha,5.5,7.1,-1.6,fast
2026-08-06T04:20:44Z,12,A59 → Kennedybrücke,6.4,7.6,-1.2,fast
2026-08-06T04:20:44Z,149,Kennedybrücke → A59,5.3,5.9,-0.6,fast
2026-08-06T04:20:44Z,14,Kölnstr. → Bertha,4.4,7.1,-2.7,fast
2026-08-06T07:06:35Z,12,A59 → Kennedybrücke,10.4,7.6,2.8,moderate
2026-08-06T07:06:35Z,149,Kennedybrücke → A59,6.1,5.9,0.2,moderate
2026-08-06T07:06:35Z,14,Kölnstr. → Bertha,6.8,7.1,-0.3,fast
2026-08-06T09:46:46Z,12,A59 → Kennedybrücke,11.6,7.6,4.0,slow
2026-08-06T09:46:46Z,149,Kennedybrücke → A59,9,5.9,3.1,slow
2026-08-06T09:46:46Z,14,Kölnstr. → Bertha,8.2,7.1,1.1,moderate
2026-08-06T11:51:40Z,12,A59 → Kennedybrücke,9.7,7.6,2.1,moderate
2026-08-06T11:51:40Z,149,Kennedybrücke → A59,8.6,5.9,2.7,moderate
2026-08-06T11:51:40Z,14,Kölnstr. → Bertha,8.4,7.1,1.3,moderate
2026-08-06T13:23:37Z,12,A59 → Kennedybrücke,14.2,7.6,6.6,slow
2026-08-06T13:23:37Z,149,Kennedybrücke → A59,9.6,5.9,3.7,slow
2026-08-06T13:23:37Z,14,Kölnstr. → Bertha,10.9,7.1,3.8,slow
2026-08-06T15:34:10Z,12,A59 → Kennedybrücke,12.3,7.6,4.7,slow
2026-08-06T15:34:10Z,149,Kennedybrücke → A59,9.5,5.9,3.6,slow
2026-08-06T15:34:10Z,14,Kölnstr. → Bertha,12.8,7.2,5.6,slow
2026-08-07T00:28:16Z,12,A59 → Kennedybrücke,5.8,7.6,-1.8,fast
2026-08-07T00:28:16Z,149,Kennedybrücke → A59,4.3,5.9,-1.6,fast
2026-08-07T00:28:16Z,14,Kölnstr. → Bertha,5.2,7.2,-2.0,fast
2026-08-07T03:25:56Z,12,A59 → Kennedybrücke,5.8,7.6,-1.8,fast
2026-08-07T03:25:56Z,149,Kennedybrücke → A59,4.1,5.9,-1.8,fast
2026-08-07T03:25:56Z,14,Kölnstr. → Bertha,5.2,7.2,-2.0,fast
2026-08-07T05:09:23Z,12,A59 → Kennedybrücke,7.4,7.6,-0.2,fast
2026-08-07T05:09:23Z,149,Kennedybrücke → A59,4.9,5.9,-1.0,fast
2026-08-07T05:09:23Z,14,Kölnstr. → Bertha,6.8,7.2,-0.4,fast
2026-08-07T06:15:12Z,12,A59 → Kennedybrücke,8.6,7.6,1.0,moderate
2026-08-07T06:15:12Z,149,Kennedybrücke → A59,6.2,5.9,0.3,moderate
2026-08-07T06:15:12Z,14,Kölnstr. → Bertha,10.2,7.2,3.0,moderate
2026-08-07T07:40:52Z,12,A59 → Kennedybrücke,7.3,7.6,-0.3,fast
2026-08-07T07:40:52Z,149,Kennedybrücke → A59,6.3,5.9,0.4,moderate
2026-08-07T07:40:52Z,14,Kölnstr. → Bertha,6.1,7.2,-1.1,fast
2026-08-07T08:37:49Z,12,A59 → Kennedybrücke,10.5,7.6,2.9,moderate
2026-08-07T08:37:49Z,149,Kennedybrücke → A59,5.9,5.9,0.0,fast
2026-08-07T08:37:49Z,14,Kölnstr. → Bertha,6.4,7.2,-0.8,fast
2026-08-07T09:36:25Z,12,A59 → Kennedybrücke,12.5,7.6,4.9,slow
2026-08-07T09:36:25Z,149,Kennedybrücke → A59,6.9,5.9,1.0,moderate
2026-08-07T09:36:25Z,14,Kölnstr. → Bertha,8,7.2,0.8,moderate
2026-08-07T10:29:03Z,12,A59 → Kennedybrücke,12.5,7.6,4.9,slow
2026-08-07T10:29:03Z,149,Kennedybrücke → A59,7.5,5.9,1.6,moderate
2026-08-07T10:29:03Z,14,Kölnstr. → Bertha,9.6,7.2,2.4,moderate
2026-08-07T11:20:49Z,12,A59 → Kennedybrücke,12.2,7.6,4.6,slow
2026-08-07T11:20:49Z,149,Kennedybrücke → A59,9,5.9,3.1,slow
2026-08-07T11:20:49Z,14,Kölnstr. → Bertha,10.6,7.2,3.4,moderate
2026-08-07T13:05:06Z,12,A59 → Kennedybrücke,9.5,7.6,1.9,moderate
2026-08-07T13:05:06Z,149,Kennedybrücke → A59,8.7,5.9,2.8,moderate
2026-08-07T13:05:06Z,14,Kölnstr. → Bertha,9.2,7.2,2.0,moderate
2026-08-07T14:16:56Z,12,A59 → Kennedybrücke,8,7.6,0.4,moderate
2026-08-07T14:16:56Z,149,Kennedybrücke → A59,8.9,5.9,3.0,slow
2026-08-07T14:16:56Z,14,Kölnstr. → Bertha,14.6,7.2,7.4,slow
2026-08-07T15:10:01Z,12,A59 → Kennedybrücke,9.2,7.6,1.6,moderate
2026-08-07T15:10:01Z,149,Kennedybrücke → A59,8.7,5.9,2.8,moderate
2026-08-07T15:10:01Z,14,Kölnstr. → Bertha,9.4,7.2,2.2,moderate
2026-08-07T16:06:10Z,12,A59 → Kennedybrücke,8.5,7.6,0.9,moderate
2026-08-07T16:06:10Z,149,Kennedybrücke → A59,8.5,6,2.5,moderate
2026-08-07T16:06:10Z,14,Kölnstr. → Bertha,6.8,7.2,-0.4,fast
2026-08-07T17:02:14Z,12,A59 → Kennedybrücke,8.3,7.6,0.7,moderate
2026-08-07T17:02:14Z,149,Kennedybrücke → A59,7.9,6,1.9,moderate
2026-08-07T17:02:14Z,14,Kölnstr. → Bertha,6.3,7.2,-0.9,fast
2026-08-07T17:51:55Z,12,A59 → Kennedybrücke,8.3,7.6,0.7,moderate
2026-08-07T17:51:55Z,149,Kennedybrücke → A59,6.7,6,0.7,moderate
2026-08-07T17:51:55Z,14,Kölnstr. → Bertha,6.3,7.2,-0.9,fast
2026-08-07T18:32:58Z,12,A59 → Kennedybrücke,6.3,7.6,-1.3,fast
2026-08-07T18:32:58Z,149,Kennedybrücke → A59,6.3,6,0.3,moderate
2026-08-07T18:32:58Z,14,Kölnstr. → Bertha,5.6,7.2,-1.6,fast
2026-08-07T19:32:44Z,12,A59 → Kennedybrücke,6.3,7.6,-1.3,fast
2026-08-07T19:32:44Z,149,Kennedybrücke → A59,5.4,6,-0.6,fast
2026-08-07T19:32:44Z,14,Kölnstr. → Bertha,5.6,7.2,-1.6,fast
2026-08-07T20:07:54Z,12,A59 → Kennedybrücke,6.3,7.6,-1.3,fast
2026-08-07T20:07:54Z,149,Kennedybrücke → A59,5.8,6,-0.2,fast
2026-08-07T20:07:54Z,14,Kölnstr. → Bertha,5.6,7.2,-1.6,fast
2026-08-07T20:53:06Z,12,A59 → Kennedybrücke,6.3,7.6,-1.3,fast
2026-08-07T20:53:06Z,149,Kennedybrücke → A59,5.3,6,-0.7,fast
2026-08-07T20:53:06Z,14,Kölnstr. → Bertha,5.6,7.2,-1.6,fast
2026-08-07T21:23:53Z,12,A59 → Kennedybrücke,6.3,7.6,-1.3,fast
2026-08-07T21:23:53Z,149,Kennedybrücke → A59,5,6,-1,fast
2026-08-07T21:23:53Z,14,Kölnstr. → Bertha,5.6,7.2,-1.6,fast
2026-08-07T22:00:13Z,12,A59 → Kennedybrücke,6.3,7.6,-1.3,fast
2026-08-07T22:00:13Z,149,Kennedybrücke → A59,4.8,6,-1.2,fast
2026-08-07T22:00:13Z,14,Kölnstr. → Bertha,5.6,7.2,-1.6,fast
2026-08-07T22:34:16Z,12,A59 → Kennedybrücke,6.3,7.6,-1.3,fast
2026-08-07T22:34:16Z,149,Kennedybrücke → A59,4.6,6,-1.4,fast
2026-08-07T22:34:16Z,14,Kölnstr. → Bertha,5.6,7.2,-1.6,fast
2026-08-07T23:08:22Z,12,A59 → Kennedybrücke,6.3,7.6,-1.3,fast
